ID,TYPE,ORGAN_NAME,ORGAN_CODE,TELPHONE_NUMBER,DZ,REGION_CODE,REGION,HEALTH_EXAMINATION,GSYLJG,SBDDJG,MYBJ,EMERGENCY,HIV,JHBDD
100229,社康中心,深圳市宝安区西乡人民医院麻布村社区健康服务中心,PDY650274,0755-27900615,深圳市宝安区西乡镇麻布村村委旁,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100230,社康中心,深圳市罗湖区中医院文锦北社区健康服务中心,PDY350095,0755-25683562,深圳市罗湖区水贝二路特力大厦一楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100231,社康中心,深圳市盐田区人民医院梧桐社区健康服务中心,PDY850065,25351802,盐田区梧桐路沙井头16号,440308,盐田区,没有,不是,不是,不是,不是,不是,不是
100232,社康中心,深圳市盐田区人民医院田心社区健康服务中心,PDY850102,75525556834,盐田区沙头角深沙路3064号,440308,盐田区,没有,不是,不是,不是,不是,不是,不是
100233,社康中心,深圳市龙岗区横岗人民医院大康社区健康服务中心,PDY76014X,0755-28863382,横岗街道大康社区福田居民小组办公楼旁一楼,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100234,社康中心,深圳市妇幼保健院石厦社区健康服务中心,PDY450256,81111111,沙头街道,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100235,社康中心,深圳市宝安区西乡人民医院鹤洲村社区健康服务中心,PDY650020,0755-27478735,深圳市宝安区西乡镇鹤洲村商住楼2楼,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100236,社康中心,深圳市龙岗区坑梓人民医院龙田社区健康服务中心,PDY750427,84122751,龙岗区坑梓界打拼龙田居委龙兴南路131号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100237,社康中心,深圳市儿童医院中新社区健康服务中心,PDY450504,81111111,沙头街道,440304,福田区,没有,不是,是,不是,不是,不是,不是
100238,社康中心,深圳市宝安区观澜人民医院大水坑村社区健康服务中心,PDY65083X,0755-28164563,深圳市宝安区观澜镇大水坑村,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100239,社康中心,深圳市宝安区沙井人民医院蚝三社区健康服务中心,PDY651824,81490146,宝安区沙井街道蚝三居委丰泽园小区,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100240,社康中心,深圳沙河医院新塘北社区健康服务中心,PDY550687,26604414,南山区沙河白石洲路新塘村二坊二十六号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100241,社康中心,深圳市龙岗区葵涌人民医院坝光社区健康服务中心,PDY750224,0755-84234416,深圳市龙岗区葵涌街道坝光村,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100242,社康中心,深圳市盐田区人民医院鹏湾社区健康服务中心,PDY850049,75535350496,盐田区鹏湾花园一村4栋一楼,440308,盐田区,没有,不是,不是,不是,不是,不是,不是
100243,社康中心,深圳市宝安区龙华医院龙华村社区健康服务中心,PDY650602,0755-28100432,深圳市宝安区龙华镇龙华村委,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100244,社康中心,深圳市盐田区人民医院东和社区健康服务中心,PDY850153,75525550124,盐田区沙头角诗宁里9号二单元101,440308,盐田区,没有,不是,不是,是,不是,不是,不是
100245,社康中心,深圳市龙岗区平湖人民医院力昌社区健康服务中心,PDY751155,84682404,平湖街道力昌居委平龙东路328号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100246,社康中心,深圳市宝安区中医院灵芝园社区健康服务中心,PDY652106,27806830,宝安区新安街道新安二路195号健华大厦B座一楼104-105商铺,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100247,社康中心,深圳市罗湖区妇幼保健院罗岗社区健康服务中心,PDY350343,25510061,罗岗,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100248,社康中心,深圳市第二人民医院荔新福社区健康服务中心,PDY450192,0755-83226626,深圳市振华路2号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100249,社康中心,深圳市妇幼保健院白沙岭社区健康服务中心,PDY450248,81111111,沙头街道,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100250,社康中心,深圳市龙岗区大鹏人民医院下沙社区健康服务中心,PDY751446,84313103,大鹏街道下沙居委会,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100251,社康中心,深圳市龙岗区坪地人民医院坪东社区健康服务中心,PDY751593,89947120,坪地街道坪东社区同富裕工业园（宏富商场对面）,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100252,社康中心,深圳市龙岗区横岗人民医院志盛社区健康服务中心,PDY751331,28633501,横岗街道深惠路655号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100253,社康中心,深圳市龙岗区布吉人民医院布吉墟社区健康服务中心,PDY751307,28871540,布吉街道布吉墟社区吉信路4号,440307,龙岗区,没有,不是,不是,是,不是,不是,不是
100254,社康中心,深圳市东湖医院百仕达社区健康服务中心,PDY350466,82510320,东湖,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100255,社康中心,深圳市南山区西丽医院松坪山北社区健康服务中心,PDY550652,26584590,南山区第五工业区4号东部物业大楼一楼西南角,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100256,社康中心,深圳市南山区西丽医院龙光社区医疗服务站,PDY560156,26018737,西丽光前村83号1楼,440305,南山区,没有,不是,是,不是,不是,不是,不是
100257,社康中心,深圳市南山区蛇口人民医院北头社区医疗服务站,PDY560201,26866176,北头村东街55号1楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100258,社康中心,深圳市南山区蛇口人民医院五湾社区医疗服务站,PDY560228,26866176,蛇口港湾大道龙港小区10栋101-103号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100259,社康中心,深圳市龙岗区坪山人民医院竹坑社区健康服务中心,PDY750988,84630743,坪山街道老坑居委会老村委1楼,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100260,社康中心,深圳市坪山新区人民医院燕子岭社区健康服务中心,PDY751040,89560620,坪山大工业区燕子岭配套生活区B区5号楼,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100261,社康中心,深圳市南山区西丽医院龙井社区医疗服务站,PDY560252,26866176,南山区龙井村龙井花园A-101，C-102,440305,南山区,没有,不是,是,是,不是,不是,不是
100262,社康中心,深圳市罗湖区中医院愉天社区健康服务中心,PDY350140,0755-25609801,深圳市田贝路愉天小B座二楼,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100263,社康中心,深圳市罗湖区妇幼保健院湖滨社区健康服务中心,PDY350415,25510061,湖滨路,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100264,社康中心,深圳市南山区西丽医院龙井社区健康服务中心,PDY550927,26018737,南山区西丽镇龙井花园C座102号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100265,社康中心,深圳市罗湖区慢病院清水河社区健康服务中心,PDY35044X,82054069,清水河,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100266,社康中心,深圳市福田区人民医院第二门诊部滨河社区健康服务中心,PDY450096,0755-82248959,深圳市福田区滨河新村17栋,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100267,社康中心,深圳沙河医院星河社区健康服务中心,PDY550951,26604414,南山区白石洲塘头大厦一楼铺面,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100268,社康中心,深圳市宝安区西乡人民医院乐群社区健康服务中心,PDY650231,0755-27947929,深圳市宝安区西乡镇乐群村四巷1号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100269,社康中心,深圳市宝安区西乡人民医院河西社区健康服务中心,PDY650282,0755-27934317,深圳市宝安区西乡镇河西村,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100270,社康中心,深圳市宝安区龙华医院元芬社区医疗服务站,PDY660202,27741585-8639,大浪街道元芬社区新村168号首层,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100271,社康中心,深圳市宝安区松岗人民医院江边工业区社区医疗服务站,PDY66027X,29627774,松岗街道江边工业区,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100272,社康中心,深圳市宝安区龙华医院清湖硅谷动力社区医疗服务站,PDY660165,27741585-8639,龙华街道硅谷动力清源园C2栋综合楼1楼14-15号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100273,社康中心,深圳市宝安区松岗人民医院塘下涌第二工业区社区医疗服务站,PDY660261,29627774,松岗街道塘下涌第二工业区,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100274,社康中心,深圳市宝安区龙华医院龙泉社区医疗服务站,PDY660157,27741585-8639,大浪街道龙泉科技工业园第二栋1号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100275,社康中心,深圳市宝安区公明医院塘口社区医疗服务站,PDY660229,27548909,公明办事处田寮社区塘口工业区内,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100276,社康中心,深圳市宝安区公明医院溢兴顺社区医疗服务站,PDY660210,27548909,公明办事处新围社区溢兴顺工业区内,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100277,社康中心,深圳市光明新区公明人民医院光晟社区医疗服务站,PDY660130,27548909,公明办事处楼村居委光晟工业园内,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100278,社康中心,深圳宝兴医院金塘工业区社区健康服务中心,76920735,89233111,龙岗区横岗街道六约社区金塘工业区勤富路2号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100279,社康中心,深圳市南山区人民医院南头城社区医疗服务站,PDY560025,26553111,南头城商业街,440305,南山区,没有,不是,是,不是,不是,不是,不是
100280,社康中心,深圳市罗湖区慢性病防治院梅园社区健康服务中心,PDY350570,25533674,太宁路18号大院7栋2楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100281,社康中心,深圳市宝安区西乡人民医院钟屋社区健康服务中心,PDY650979,27457686,深圳市宝安区西乡镇钟屋1路12号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100282,社康中心,深圳市宝安区公明医院嘉宝社区健康服务中心,PDY651138,27159966,公明街道塘尾居委宝塘工业区,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100283,社康中心,深圳市罗湖区妇幼保健院翠心社区健康服务中心,PDY350212,0755-25803084,深圳市罗湖区妇幼保健院太白路2013号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100284,社康中心,深圳市南山区蛇口人民医院海珠社区医疗服务站,PDY560105,26866176,南山区海德三道美墅蓝山家园ABCD栋裙楼110号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100285,社康中心,深圳市南山区西丽医院长源社区健康服务中心,PDY550900,26018737,南山区西丽镇长源工业区C区6栋3楼,440305,南山区,没有,不是,是,不是,不是,不是,不是
100286,社康中心,深圳市南山区蛇口人民医院湾厦社区医疗服务站,PDY560113,26866176,蛇口湾厦旧幼儿园,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100287,社康中心,深圳市南山区蛇口人民医院海月社区天骄华庭医疗服务站,PDY560121,26866176,南山区蛇口天骄华庭2.3.4号楼一层23号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100288,社康中心,深圳市南山区西丽医院桃源北社区医疗服务站,PDY560148,26018737,龙珠7路中爱花园128号及129号的一半,440305,南山区,没有,不是,是,不是,不是,不是,不是
100289,社康中心,深圳市罗湖区人民医院人民北社区健康服务中心,PDY350239,0755-82208069,深圳市人民北路2210号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100290,社康中心,深圳市罗湖区中医院景贝南社区健康服务中心,PDY350271,256841033,景贝南路,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100291,社康中心,深圳市宝安区西乡人民医院径贝社区健康服务中心,PDY651701,27580348,宝安区西乡街道径贝社区10号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100292,医院,深圳福华医疗美容医院,750452065,13728660194,深圳市福田区福华路3-15号,440304,福田区,有,不是,是,是,不是,不是,不是
100293,社康中心,深圳市罗湖医院集团木棉花社区健康服务中心,PDY350618,82238541,草埔,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100294,社康中心,深圳市南山区人民医院安乐社区健康服务中心,PDY550732,26553111,南山区关口二路安乐工业区5栋宿舍楼7、8号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100295,社康中心,深圳市福田区中医院莲花北第一社区健康服务中心,PDY450037,0755-83063968,深圳市莲花北村30栋120号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100296,社康中心,深圳市宝安区福永人民医院凤凰社区健康服务中心,PDY65067X,0755-27393249,深圳市宝安区福永镇凤凰村路口,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100297,社康中心,深圳市宝安区沙井人民医院赛尔康社区医疗服务站,PDY660309,27722241-3927,沙井街道芙蓉美沙二工业区赛尔康公司宿舍A栋一楼,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100298,社康中心,深圳市南山区西丽人民医院阳光社区百旺信健康服务中心,PDY551014,29065516,南山区松白公路百旺信工业园四区综合楼一层,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100299,社康中心,深圳市龙岗区人民医院翰邻城社区健康服务中心,PDY752086,28932833,深圳市龙岗区中心城首创八意府12栋裙楼配套01层06号、02层03号,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100300,医院,龙城心血管病医院,PDY1236774,13590300037,深圳市龙岗区龙翔大道5132号,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100301,社康中心,深圳市龙岗区第五人民医院富民工业区社区健康服务中心,PDY751358,0755-84678500,平湖街道平湖社区富民工业区17栋2楼,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100302,社康中心,深圳市龙岗区第五人民医院华南城社区健康服务中心,PDY751243,0755-84692200,平湖街道新木居委老村二区50号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100303,社康中心,深圳市龙岗区平湖人民医院禾花社区健康服务中心,PDY75134X,0755-28493271,深圳市龙岗区平湖街道禾花社区振兴路10-15号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100304,医院,深圳仁康医院,760499553,25481093,深圳市罗湖区草埔吓屋村,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100305,社康中心,深圳市福田区智卫宾鹏盛社区健康服务中心,MJL175828,13360072410,深圳市福田区八卦二路615栋首层,440304,福田区,没有,不是,不是,是,不是,不是,不是
100306,医院,深圳坂田医院,723049166,0755-28770190,深圳市龙岗区布吉镇坂田村东坡街18号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100307,社康中心,深圳伟光医院大富社区健康服务中心,PDY652376,待补充,深圳市龙华新区观澜街道陂头吓社区陂新居民小组瑞康百货三楼,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100308,医院,深圳市福田区人民医院第三分院,PDY410203,25922500,深圳市八卦岭八卦路56号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100309,社康中心,深圳市中医院华强南社区健康服务中心,PDY450221,0755-83375603,深圳市福华路1号,440304,福田区,没有,不是,是,不是,不是,不是,不是
100310,社康中心,深圳市龙岗区第二人民医院坂田社区健康服务中心,PDY750240,0755-28890819,龙岗区坂田街道吉华路王纪海鲜酒店后,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100311,社康中心,深圳市龙岗区第二人民医院大同社区医疗服务站,PDY760078,0755-28870993,坂田街道坂田村大同市场45号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100312,社康中心,深圳市福田区第二人民医院新阁社区健康服务中心,PDY46050X,13923717748,梅林街道新阁小区1栋首层陵园东路边4-12号铺,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100313,社康中心,深圳市龙岗区坪地人民医院坪地社区健康服务中心,PDY858286,84099120,坪地街道坪地社区富民路坪地卫生监督所新办公大楼二楼,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100314,医院,深圳深华医院,734160070,82439240,深圳市福田区八卦二路22栋,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100315,医院,深圳华夏医院,PDY710396,755,龙岗区布吉街道岗头村岗头派出所右侧,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100316,医院,深圳市光明新区中心医院光明护理院,PDY613166,27403980,深圳市光明新区光明街道光明大街150-6号2至3层,440311,光明区,没有,不是,不是,不是,不是,不是,不是
100317,医院,深圳铭医医疗美容医院,MA5DEKC80,0755-29017666,深圳市罗湖区深南东路3018祥祺商厦,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100318,社康中心,深圳市龙华新区中心医院田背社区健康服务中心,PDY652421,0755-21008735,龙华新区福城街道茜坑社区观澜大道首誉花园半地下层60号,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100319,社康中心,深圳市龙岗中心医院杨梅岗社区健康服务中心,PDY751825,0755-84865909,龙岗街道杨梅岗新生西路243号,440307,龙岗区,没有,不是,不是,是,不是,不是,不是
100320,疗养院,深圳市麒麟山疗养院,455743724,0755-26626028,深圳市麒麟山,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100321,医院,深圳肖传国医院,587917079,13417549633,龙岗区坂田街道岗头社区禾坪岗村坂雪岗大道4035号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100322,医院,深圳瑞敏皮肤科医院,76908234,82288860,罗湖区东门南路1096号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100323,社康中心,深圳市龙岗区第三人民医院东城中心花园社区健康服务中心,PDY752107,28211853,深圳市龙岗区横岗街道东城中心花园小区01层136，143号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100324,医院,深圳爱康健口腔医院,PDY311758,0755-61302697,深圳市罗湖区火车站大楼西区首层和7-8层,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100325,医院,深圳龙城心血管病医院,PDY712367,0755-28982120,深圳市龙岗区龙翔大道5132号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100326,社康中心,深圳市宝安区福永人民医院幸福花园社区健康服务中心,PDY652384,27382225,深圳市宝安区福永街道深航幸福花园10栋01层13号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100327,社康中心,深圳市南山区人民医院红花园社区健康服务中心,PDY550636,26553111,南山区南头街旺海怡苑06、07号商铺,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100328,社康中心,深圳市罗湖医院集团湖景社区健康服务中心,PDY350589,82193317,深圳市罗湖区洪湖二街工商管理宿舍1楼,440303,罗湖区,没有,不是,不是,是,不是,不是,不是
100329,社康中心,深圳市罗湖医院集团东门街道社区健康服务中心,PDY350378,82222589,立新路2-1号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100330,社康中心,深圳市福田区人民医院上沙社区健康服务中心,PDY450168,83982222,深圳市福田区上沙村广场路仁和楼一楼1-11号铺及二楼商铺,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100331,社康中心,深圳市南山区西丽人民医院丽雅苑社区健康服务中心,PDY551081,26528893,南山区西丽同发路丽雅苑小区1栋负一楼,440305,南山区,没有,不是,是,不是,不是,不是,不是
100332,社康中心,深圳市罗湖区中医院松园社区健康服务中心,MJL167692,82054069,松园路,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100333,社康中心,深圳市罗湖区中医院草埔西社区健康服务中心,MJL167262,-755,深圳市罗湖区草埔西吓田新村118号,440303,罗湖区,没有,不是,不是,是,不是,不是,不是
100334,社康中心,深圳市南山区西丽人民医院福光社区健康服务中心,PDY550337,26528895,南山区福光村第一经营综合楼一楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100335,社康中心,深圳市龙华新区人民医院龙园社区健康服务中心,PDY652392,66631861,深圳市龙华新区龙华街道花园新村35栋第1、2、4、5、6单元一至二层,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100336,社康中心,深圳市宝安区石岩人民医院泰科社区健康服务中心,PDY650469,0755-27760217,石岩街道泰科电子科技园,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100337,社康中心,深圳市南山区人民医院大铲岛社区医疗服务站,PDY560017,26866176,大铲岛广前电力所在地,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100338,社康中心,深圳市龙岗区平湖人民医院山厦社区健康服务中心,PDY858294,0755-89693264,平湖街道山厦社区香山路3号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100339,社康中心,深圳市南山区人民医院同乐社区健康服务中心,PDY550118,26974027,南山区同乐建工村28号一楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100340,社康中心,深圳市宝安区福永人民医院白石厦社区健康服务中心,PDY650952,27398233,福永街道白石厦居委白石厦大道东白石厦大厦二楼,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100341,社康中心,深圳市南山区蛇口人民医院登良社区健康服务中心,PDY550361,26054382,南山区南油向南路26号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100342,社康中心,深圳市南山区人民医院南方科技大学社区健康服务中心,PDY551049,13632658609,南山区西丽学苑大道1088号南方科技大学学生服务楼一楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100343,社康中心,深圳市宝安区福永人民医院友利电社区医疗服务站,PDY660149,27382225,福永街道塘尾居委友利路2号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100344,社康中心,深圳市福田区中医院莲花三村社区健康服务中心,PDY450416,83211848,深圳市福田区福莲花园7栋105,440304,福田区,没有,不是,不是,是,不是,不是,不是
100345,社康中心,深圳六联医院228工业区社区健康服务中心,PDY75118X,0755-28653836,横岗街道228工业区,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100346,社康中心,深圳市福田区人民医院福宁社区卫生服务中心,PDY450926,22203972,福田区福安路与福宁路交界东南福宁居一层,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100347,社康中心,深圳市罗湖区中医院莲塘街道社区健康服务中心,PDY31035X,0755-25725509,深圳市莲塘路57号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100348,社康中心,深圳市宝安区沙井人民医院沙井社区健康服务中心,PDY651058,27202143,沙井街道大街3号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100349,社康中心,深圳市南山区人民医院海阔天空社区健康服务中心,PDY550468,86166325,南山区科苑南路海阔天空雅居首层商铺30、31、32、33号,440305,南山区,没有,不是,是,不是,不是,不是,不是
100350,社康中心,深圳市光明新区公明人民医院信泰光学医疗服务站,PDY660253,27548909,公明办事处李松蓢居委信泰光学厂内,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100351,社康中心,深圳市南山区西丽医院王京坑社区医疗服务站,PDY560180,26018737,大勘商业街183号办公楼117号店,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100352,医院,深圳市福田区第二人民医院梅丰社康,PDY450854,83111743,梅林二村2号附楼一层1C,440304,福田区,没有,不是,不是,是,不是,不是,不是
100353,社康中心,深圳市龙岗区大鹏鹏城社区健康服务中心,PDY750021,0755-84319741,深圳市龙岗区大鹏街道鹏城居委市场附近,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100354,社康中心,深圳市龙岗区沙湾医院吉厦社区健康服务中心,PDY750646,28740115,南湾街道吉厦居委树山背路19号,440307,龙岗区,没有,不是,不是,是,不是,不是,不是
100355,社康中心,深圳市福田区人民医院玉田社区健康服务中心,PDY45090X,25911859,福田区上步南路国企大厦裙楼第一层C1-115,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100356,社康中心,深圳沙河医院华夏社区健康服务中心,PDY550943,26604414,南山区白石洲沙河商城一楼南面铺面,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100357,社康中心,深圳市光明新区公明人民医院长兴社区医疗服务站,PDY660122,27548909,公明办事处长圳居委长兴工业区,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100358,社康中心,深圳市南山区西丽医院官龙社区健康服务中心,PDY550564,26958892,西丽镇官龙村东区路口50号一楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100359,社康中心,深圳市宝安区人民医院第五大道社区健康服务中心,PDY652341,27880081,新安街道新中心区N19区高发西岸花园1栋M118-121商铺,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100360,护理院,深圳罗湖老年护理院,PDY31086X,12345678,深圳市罗湖区太宁路73号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100361,医院,"深圳市福田区人民医院香蜜湖分院,广东医学院风湿病研究所",PDY410035,0755-83703231,深圳市福田区农林路1号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100362,医院,深圳市福田区人民医院肛肠专科分院,PDY410158,0755-83626552,深圳市福田区梅林路2号,440304,福田区,没有,不是,是,是,不是,不是,不是
100363,社康中心,深圳市福田区人民医院南园社区健康服务中心,PDY450299,83658831,福田区南园松岭路39号1栋201,440304,福田区,没有,不是,是,不是,不是,不是,不是
100364,社康中心,深圳市龙岗区第三人民医院保安社区健康服务中心,PDY750507,0755-28687212,龙岗区横岗街道保安社区保安街4号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100365,社康中心,深圳市罗湖区人民医院大松泉社区健康服务中心,MJL167510,0755-25791528,深圳市罗湖区太白路4009号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100366,社康中心,深圳市光明新区人民医院高新园社区健康服务中心,PDY652237,23408324,深圳市光明新区公明办事处高新园区甲子塘西片区,440311,光明区,没有,不是,不是,不是,不是,不是,不是
100367,社康中心,深圳市南山区蛇口人民医院花果山社区健康服务中心,PDY550353,26826601,蛇口人民医院西区门诊楼一楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100368,社康中心,深圳市南山区西丽医院曙光社区健康服务中心,PDY55053X,26958892,西丽茶光村88栋A座1个门面、B座2个门面,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100369,社康中心,深圳市第二人民医院笔架山社康服务中心,PDY450213,0755-83366388,深圳市笋岗西路3002号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100370,社康中心,深圳市宝安区福永人民医院雅达社区医疗服务站,PDY660245,27382225,福永街道和平村艾默生大道雅达厂内,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100371,社康中心,深圳市龙岗区横岗人民医院简龙社区医疗服务站,PDY760123,28865650,龙岗区横岗街道保安居委简龙路达胜楼,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100372,社康中心,深圳市罗湖区人民医院东门社区健康服务中心,PDY350503,82203695,罗湖医院东门职工楼一楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100373,社康中心,深圳市龙岗中心医院龙岗墟社区健康服务中心,PDY751075,84831720,龙岗街道龙岗墟居委墟肚街11号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100374,社康中心,深圳市龙岗区第三人民医院乐城社区健康服务中心,PDY752203,13632729977,深圳市龙岗区横岗街道荷坳社区乐城小区4栋半地下室配套01层P03,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100375,社康中心,深圳市罗湖区红岗社区健康服务中心,MJL16749X,82054069,红岗路,440303,罗湖区,没有,不是,不是,是,不是,不是,不是
100376,社康中心,深圳华侨医院平湖社区健康服务中心,799242376,0755-84019348,平湖街道横岭一路,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100377,社康中心,深圳市宝安区妇幼保健院,455769035,0755-27863999,深圳市宝安中心区玉律路56号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100378,医院,深圳市龙岗区骨科医院,PDY711938,0755-84865909,龙岗街道杨梅岗新生西路243号,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100379,医院,深圳军龙医院,PDY612112,27743333,宝安区华达路13号,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100380,医院,深圳市康宁医院,455767232,0755-25533524,深圳市翠竹路1080号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100381,医院,深圳市中医院,455755530,0755-83334009,深圳市福田区福华路1号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
