nurse_id,medical_org,relationship,addr,status
258,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
259,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
260,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
261,深圳瑞光医疗美容门诊部,working,深圳市福田保税区加福广场A栋8楼801、802、803、804、805号。,在册
262,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
263,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
264,北京大学深圳医院,working,深圳市福田区莲花路1120号和龙岗区坂田街道华为百草园,在册
265,深圳鹏竹口腔诊所,working,深圳市福田区香蜜湖街道竹子林竹园小区27栋首层,在册
266,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
267,深圳爱丽斯医疗美容医院,working,深圳市福田区新洲三街与新洲八街交汇处蜜园101,在册
268,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
269,北京大学深圳医院,working,深圳市福田区莲花路1120号和龙岗区坂田街道华为百草园,在册
270,深圳市妇幼保健院,working,福田区红荔路2004号、福强路3012号,在册
271,深圳市中医院,working,深圳市福华路1号/罗湖区解放路3015号/罗湖区迎春路15号,在册
272,深圳艺美汇医疗美容诊所,working,深圳市福田区沙头街道天安社区深南大道6009号NEO绿景广场C座20G,在册
273,深圳市福田区妇幼保健院,working,深圳市福田区金田南路1019、2002号和新洲南路石厦四街233号东侧1至5楼,在册
274,深圳华侨医院,working,深圳市龙岗区平湖街道湖新街1号,在册
275,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
276,深圳市龙岗区第五人民医院,working,深圳市龙岗区平湖街道双拥街77号,在册
277,深圳市龙岗区横岗街道计划生育服务中心,working,-,在册
278,深圳慈海医院,working,深圳市龙岗区龙岗街道鹏达路69号、69-2号、69-3号、69-5号,在册
279,深圳华侨医院,working,深圳市龙岗区平湖街道湖新街1号,在册
280,深圳市龙岗区人民医院,working,深圳市龙岗区龙城街道爱心路53号,在册
281,深圳市龙岗区人民医院,working,深圳市龙岗区龙城街道爱心路53号,在册
282,深圳市龙岗区人民医院,working,深圳市龙岗区龙城街道爱心路53号,在册
283,深圳市龙岗区人民医院,working,深圳市龙岗区龙城街道爱心路53号,在册
284,深圳市龙岗区人民医院,working,深圳市龙岗区龙城街道爱心路53号,在册
285,深圳市龙岗区人民医院,working,深圳市龙岗区龙城街道爱心路53号,在册
286,深圳市龙岗区人民医院龙翔社区健康服务中心,working,深圳市龙岗区龙城街道龙翔花园1栋商铺,在册
287,深圳龙城医院,working,深圳市龙岗区龙翔大道5132号、龙城街道晨光路128号,在册
288,深圳市龙岗区第二人民医院,working,龙岗区布吉街道吉华路175号,在册
289,深圳市宝安区人民医院新乐社区健康服务中心,working,宝安区新安街道宝城37区新乐二街55号,在册
290,深圳张涛圣德堂诊所,working,宝安区航城街道九围新村五区236-1,在册
291,深圳市宝安区福永人民医院,working,宝安区福永街道德丰路81号和凤凰社区路口107国道旁,在册
292,深圳市宝安区松岗人民医院集苑社区健康服务中心,working,宝安区松岗街道居乐苑,在册
293,深圳市宝安区松岗人民医院东方社区健康服务中心,working,宝安区松岗街道东方大田洋工业区田洋北一路,在册
294,深圳市宝安区妇幼保健院,working,深圳市宝安区新安街道玉律路56号,在册
295,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
296,深圳市宝安区妇幼保健院,working,深圳市宝安区新安街道玉律路56号,在册
297,谢信西医内科诊所（深圳市宝安区福永谢信西医内科诊所）,working,宝安区福永街道广深公路西侧立新湖花园金辉阁Ⅰ1-Ⅱ1温馨路66-1号,在册
298,深圳市宝安区人民医院兴东社区健康服务中心,working,宝安区新安街道71区创业二路383号二楼,在册
299,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
300,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
301,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
302,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
303,深圳市宝安区松岗人民医院居委会社区健康服务中心,working,宝安区松岗街道爱国七街1号,在册
304,深圳市福田区新洲社区健康服务中心,working,深圳市福田区新洲南路西侧新南苑小区,在册
305,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
306,深圳仁爱医院,working,深圳市福田区沙头街道沙尾村金地四路2号和金地工业区107栋,在册
307,深圳呈悦医疗美容门诊部（深圳呈悦医疗美容门诊部有限公司）,working,深圳市福田区凤凰大厦2栋105号3楼,在册
308,北京大学深圳医院,working,深圳市福田区莲花路1120号和龙岗区坂田街道华为百草园,在册
309,深圳市奥亚健康管理有限公司森之康门诊部,working,深圳市福田区莲花街道金田路4036号荣超大厦M1层01.02.03.05.06.08.09.10.11单元、M2层01.02.03.05.06.08.09单元,在册
310,深圳市儿童医院,working,深圳市福田区莲花街道益田路7019号,在册
311,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
312,深圳市云杉医疗管理有限公司云杉门诊部,working,深圳市福田区莲花街道益田路6001号太平金融大厦4楼,在册
313,深圳杨恰佳医疗美容诊所,working,深圳市福田区红荔西路第壹世界广场塔楼12F,在册
314,北京大学深圳医院,working,深圳市福田区莲花路1120号和龙岗区坂田街道华为百草园,在册
315,福田区碧海云天社区健康服务中心,working,深圳市福田区碧海云天社区15栋C座首层,在册
316,赵群口腔诊所,working,深圳市福田区福田街道岗厦社区彩田南路3002号彩虹新都海鹰大厦8D-A,在册
317,福田区农科社区健康服务中心,working,深圳市福田区竹子林泽田路龙溪花园T3栋,在册
318,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
319,深圳怡宁医院,working,深圳市龙华区观澜街道樟坑径三唛科技厂区一期,在册
320,深圳怡宁医院,working,深圳市龙华区观澜街道樟坑径三唛科技厂区一期,在册
321,中山大学附属第七医院（深圳）,working,深圳市光明新区新湖街道圳园路628号,在册
322,深圳军龙医院,working,深圳市龙华区龙华街道华达路13号,在册
323,深圳宝田医院,working,深圳市光明新区公明街道茨田埔福庄路2号,在册
324,中国科学院大学深圳医院（光明）,working,深圳市光明新区马田街道松白路将石段4253号、4221号和光明街道华夏路39号,在册
325,中山大学附属第七医院（深圳）,working,深圳市光明新区新湖街道圳园路628号,在册
326,深圳市龙华区人民医院,working,深圳市龙华区龙华街道景龙建设路38号、景龙建设路70号（艾柏士楼商办楼首层106号商铺、一楼分隔北侧房屋、二楼房屋及三楼房屋）和景龙建设路74号（允强商厦整栋）,在册
327,中国科学院大学深圳医院（光明）,working,深圳市光明新区马田街道松白路将石段4253号、4221号和光明街道华夏路39号,在册
328,深圳市慈铭健康体检管理有限公司慈铭逸康门诊部,working,深圳市龙华区民治街道深圳北站西广场A1物业五楼,在册
329,中山大学附属第七医院（深圳）,working,深圳市光明新区新湖街道圳园路628号,在册
330,深圳龙济医院,working,深圳市龙华区龙华街道龙观西路171号1楼102号铺2至4楼及龙观西路169号二楼,在册
331,中山大学附属第七医院（深圳）,working,深圳市光明新区新湖街道圳园路628号,在册
332,中山大学附属第七医院（深圳）,working,深圳市光明新区新湖街道圳园路628号,在册
333,深圳宝慧门诊部,working,深圳市龙华区龙华街道清祥路清湖工业园宝能科技园6栋B座1楼IJK单位、2楼FGIJK单位,在册
334,深圳美中宜和妇儿科医院,working,深圳市南山区南山街道南新路2059号1-6层整栋,在册
335,深圳市南山区人民医院,working,深圳市南山区桃园路89号,在册
336,深圳宜康平安大厦门诊部,working,福田区八卦三路平安大厦一楼,在册
337,中山大学附属第八医院(深圳福田),working,深圳市福田区福田街道深南中路3025号,在册
338,深圳新园素门诊部,working,深圳市南山区粤海街道沙河西路深圳湾科技生态园7栋B座4层01-15、5层01、02、10-13室,在册
339,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
340,深圳市福田区妇幼保健院,working,深圳市福田区金田南路1019、2002号和新洲南路石厦四街233号东侧1至5楼,在册
341,深圳市福田区妇幼保健院,working,深圳市福田区金田南路1019、2002号和新洲南路石厦四街233号东侧1至5楼,在册
342,深圳市慈铭健康体检管理有限公司纪元门诊部,working,深圳市南山区南山桂庙路光彩新世纪家园裙楼201,在册
343,深圳华侨城医院,working,深圳市华侨城香山东街10号,在册
344,深圳市南山区人民医院,working,深圳市南山区桃园路89号,在册
345,福田区景新社区健康服务中心,working,深圳市福田区莲花街道景新花园景龙大厦首层7-10,在册
346,中信健康（深圳）投资管理有限公司深圳中信门诊部,working,深圳市福田区深南中路6011号绿景纪元大厦A座16层,在册
347,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
348,钟英口腔诊所,working,深圳市福田区沙头街道深南西路车公庙工业区天安数码时代大厦主楼1214,在册
349,深圳市龙岗区人民医院中心城社区健康服务中心,working,深圳市龙岗区龙城街道德政路97号,在册
350,深圳市龙岗区妇幼保健院,working,深圳市龙岗区龙城街道中心城爱龙路6号,在册
351,深圳肖传国医院,working,深圳市龙岗区坂田街道坂雪岗大道4035号,在册
352,深圳市龙岗区第三人民医院,working,深圳市龙岗区横岗街道松柏路278号,在册
353,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
354,深圳慈海医院,working,深圳市龙岗区龙岗街道鹏达路69号、69-2号、69-3号、69-5号,在册
355,中国医学科学院肿瘤医院深圳医院,working,深圳市龙岗区宝荷大道西侧,在册
356,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
357,深圳市龙岗区第七人民医院,working,深圳市龙岗区南湾街道沙平北路112号,在册
358,深圳市龙岗区第二人民医院,working,龙岗区布吉街道吉华路175号,在册
359,深圳市龙岗区第七人民医院,working,深圳市龙岗区南湾街道沙平北路112号,在册
360,深圳市龙岗区第三人民医院东城中心花园社区健康服务中心,working,深圳市龙岗区横岗街道东城中心花园小区01层136，143号,在册
361,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
362,中国医学科学院肿瘤医院深圳医院,working,深圳市龙岗区宝荷大道西侧,在册
363,深圳市龙岗区人民医院,working,深圳市龙岗区龙城街道爱心路53号,在册
364,深圳市人民医院,working,深圳市罗湖区东门北路1017号大院和深圳市南山区龙苑路16号龙珠医院门诊楼一楼东、西侧；深圳市深南东路3046号,在册
365,深圳市孙逸仙心血管医院,working,深圳市罗湖区东门北路1021号和深圳市南山区朗山路12号,在册
366,深圳市人民医院,working,深圳市罗湖区东门北路1017号大院和深圳市南山区龙苑路16号龙珠医院门诊楼一楼东、西侧；深圳市深南东路3046号,在册
367,深圳市人民医院,working,深圳市罗湖区东门北路1017号大院和深圳市南山区龙苑路16号龙珠医院门诊楼一楼东、西侧；深圳市深南东路3046号,在册
368,深圳市罗湖区南湖社区健康服务中心,working,罗湖区向西路45-1号,在册
369,深圳市人民医院,working,深圳市罗湖区东门北路1017号大院和深圳市南山区龙苑路16号龙珠医院门诊楼一楼东、西侧；深圳市深南东路3046号,在册
370,深圳市职业病防治院桂园社区健康服务中心,working,深圳市罗湖区桂园路82号,在册
371,深圳阳光整形美容医院,working,深圳市罗湖区宝安南路1048号河南外贸大厦,在册
372,深圳市罗湖区人民医院,working,深圳市罗湖区南湖街道友谊路47号,在册
373,深圳市罗湖区大松泉社区健康服务中心,working,罗湖区太白路4078号松泉阁一楼,在册
374,深圳爱视眼科医院,working,深圳市罗湖区南湖街道和平路宝平街1号1-5层及附楼1-2层,在册
375,深圳怡康妇产医院,working,深圳市罗湖区桂园街道红桂路1018号武汉大厦1-8层,在册
376,深圳远东妇产医院,working,深圳市罗湖区南湖街道深南东路2097号,在册
377,深圳市人民医院,working,深圳市罗湖区东门北路1017号大院和深圳市南山区龙苑路16号龙珠医院门诊楼一楼东、西侧；深圳市深南东路3046号,在册
378,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
379,深圳市宝安区松岗人民医院洪桥头社区健康服务中心,working,宝安区松岗街道洪桥头居委,在册
380,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
381,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
382,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
383,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
384,深圳市宝安区福永人民医院和平社区健康服务中心,working,宝安区福永街道和平居委四区,在册
385,深圳市宝安区妇幼保健院,working,深圳市宝安区新安街道玉律路56号,在册
386,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
387,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
388,深圳同仁妇产医院,working,深圳市宝安区西乡街道宝安大道3180、3186、3188号,在册
389,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
390,深圳市宝安区妇幼保健院,working,深圳市宝安区新安街道玉律路56号,在册
728,深圳市龙岗区骨科医院,working,龙岗区龙岗街道杨梅岗新生西路243号,在册
729,深圳市龙岗区第五人民医院,working,深圳市龙岗区平湖街道双拥街77号,在册
730,深圳市龙岗区妇幼保健院,working,深圳市龙岗区龙城街道中心城爱龙路6号,在册
731,中国医学科学院肿瘤医院深圳医院,working,深圳市龙岗区宝荷大道西侧,在册
732,深圳百合医院,working,深圳市龙岗区布吉街道龙岗大道布吉段2275号、2277号,在册
733,深圳市龙岗区横岗街道计划生育服务中心,working,-,在册
734,深圳市龙岗区龙岗预防保健所门诊部,working,深圳市龙岗区龙岗街道福宁路70号,在册
735,深圳市龙岗中心医院,working,深圳市龙岗区龙岗街道龙岗大道6082号,在册
736,深圳市龙岗区第五人民医院,working,深圳市龙岗区平湖街道双拥街77号,在册
737,深圳市第二人民医院,working,深圳市福田区笋岗西路3002号,在册
738,深圳和协医疗投资管理有限公司和协门诊部,working,深圳市福田区南园街道沙埔头西10、12号一、二层爱华路32号首层,在册
739,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
740,深圳市急救中心,working,深圳市福田区华富街道梅岗南街3号,在册
741,朱玮玮口腔诊所,working,福田区车公庙金润大厦24楼B单位,在册
742,深圳美莱医疗美容医院,working,深圳市福田区深南中路2044号,在册
743,广东省深圳牙科医疗中心,working,深圳市建设路1092号,在册
744,广东省深圳牙科医疗中心,working,深圳市建设路1092号,在册
745,深圳位元堂景田中医馆（深圳市康恩药业有限公司位元堂景田中医馆）,working,深圳市福田区莲花街道景田西06栋23、24、25号,在册
746,广东省深圳牙科医疗中心,working,深圳市建设路1092号,在册
747,深圳市眼科医院,working,深圳市福田区香蜜湖街道泽田路18号,在册
748,深圳市妇幼保健院,working,福田区红荔路2004号、福强路3012号,在册
749,深圳宇乐耳鼻咽喉诊所,working,深圳市福田区福田街道福华三路与金田路交汇处卓越世纪中心3号楼609、610,在册
750,深圳市儿童医院,working,深圳市福田区莲花街道益田路7019号,在册
751,深圳市妇幼保健院,working,福田区红荔路2004号、福强路3012号,在册
752,深圳市宝安区福永人民医院,working,宝安区福永街道德丰路81号和凤凰社区路口107国道旁,在册
753,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
754,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
755,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
756,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
757,深圳市宝安区福永人民医院怀德社区健康服务中心,working,宝安区福永街道怀德新村立新南路166号新德楼一楼,在册
758,深圳市宝安区中心医院黄田社区健康服务中心,working,宝安区西乡街道黄田林屋村,在册
759,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
760,东海航空有限公司医务室,working,宝安区福永街道宝安机场航站四路东海航空产业中心,在册
761,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
762,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
763,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
764,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
765,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
766,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
767,深圳市人民医院龙华分院,working,深圳市龙华区龙观东路101号,在册
768,中国科学院大学深圳医院（光明）塘家社区健康服务中心,working,深圳市光明新区凤凰街道塘家大道120号,在册
769,中山大学附属第七医院（深圳）,working,深圳市光明新区新湖街道圳园路628号,在册
770,深圳市龙华区中心医院,working,深圳市龙华区福城街道观澜大道187号、185-4号、212号1-2楼和松元围新围七巷1号2-5楼,在册
771,深圳市龙华区中心医院,working,深圳市龙华区福城街道观澜大道187号、185-4号、212号1-2楼和松元围新围七巷1号2-5楼,在册
772,深圳市龙华区中心医院,working,深圳市龙华区福城街道观澜大道187号、185-4号、212号1-2楼和松元围新围七巷1号2-5楼,在册
773,中国科学院大学深圳医院（光明）,working,深圳市光明新区马田街道松白路将石段4253号、4221号和光明街道华夏路39号,在册
774,深圳市龙华区中心医院,working,深圳市龙华区福城街道观澜大道187号、185-4号、212号1-2楼和松元围新围七巷1号2-5楼,在册
775,深圳市龙华区人民医院,working,深圳市龙华区龙华街道景龙建设路38号、景龙建设路70号（艾柏士楼商办楼首层106号商铺、一楼分隔北侧房屋、二楼房屋及三楼房屋）和景龙建设路74号（允强商厦整栋）,在册
776,深圳市龙华区妇幼保健计划生育服务中心门诊部,working,深圳市龙华区大浪街道华旺路68号,在册
777,中国科学院大学深圳医院（光明）马山头社区健康服务中心,working,深圳市光明新区马田街道马山头居委会市场旁,在册
778,深圳市龙华区中心医院,working,深圳市龙华区福城街道观澜大道187号、185-4号、212号1-2楼和松元围新围七巷1号2-5楼,在册
779,深圳市龙华区妇幼保健计划生育服务中心门诊部,working,深圳市龙华区大浪街道华旺路68号,在册
780,深圳市龙华区人民医院水榭春天社区健康服务中心,working,深圳市龙华区民治街道龙华二线拓展区水榭春天花园一期,在册
781,深圳博爱医院,working,深圳市罗湖区桂园街道红岭中路2056号,在册
782,深圳北京同仁堂罗湖中医馆,working,罗湖区建设路1072号东方广场第二层（1）号商铺,在册
783,深圳市职业病防治院,working,深圳市罗湖区布心路2019号,在册
784,深圳富华医疗美容医院（深圳富华医疗美容医院有限公司）,working,罗湖区东门南路2008号宝丰大厦1-3层,在册
785,深圳瑞敏皮肤科医院,working,深圳市罗湖区东门街道东门南路1096号瑞鹏大厦2-4层局部,在册
786,深圳博耀门诊部（深圳市罗湖区博耀门诊部）,working,罗湖区东晓路3067号,在册
787,深圳市罗湖区人民医院老年病分院,working,深圳市罗湖区太宁路73号一期1-2层,在册
788,深圳市罗湖区人民医院,working,深圳市罗湖区南湖街道友谊路47号,在册
789,深圳市爱康健齿科集团股份有限公司康辉口腔门诊部,working,罗湖区深圳火车站皮带走廊一层A12-A15、B11-B14及夹层B8-3号铺,在册
790,深圳凤凰医院,working,罗湖区深南东路1062号,在册
791,深圳远东妇产医院,working,深圳市罗湖区南湖街道深南东路2097号,在册
792,深圳市罗湖医院集团南湖街道社区健康服务中心（深圳市罗湖区人民医院南湖街道社区健康服务中心）,working,深圳市罗湖区建设路1086号友谊大厦七栋二层,在册
793,深圳远东妇产医院,working,深圳市罗湖区南湖街道深南东路2097号,在册
794,深圳市人民医院,working,深圳市罗湖区东门北路1017号大院和深圳市南山区龙苑路16号龙珠医院门诊楼一楼东、西侧；深圳市深南东路3046号,在册
795,深圳怡康妇产医院,working,深圳市罗湖区桂园街道红桂路1018号武汉大厦1-8层,在册
796,深圳固生堂园博门诊部,working,深圳市福田区香蜜湖街道竹子林四路与紫竹六道交汇处越众越海家园2栋202-3号铺,在册
797,深圳市南山区人民医院,working,深圳市南山区桃园路89号,在册
798,深圳市中医院,working,深圳市福华路1号/罗湖区解放路3015号/罗湖区迎春路15号,在册
799,深圳市南山区人民医院,working,深圳市南山区桃园路89号,在册
800,深圳华侨城医院,working,深圳市华侨城香山东街10号,在册
801,北京大学深圳医院,working,深圳市福田区莲花路1120号和龙岗区坂田街道华为百草园,在册
802,广东省深圳牙科医疗中心,working,深圳市建设路1092号,在册
803,深圳蒳美迩医疗美容门诊部（深圳蒳美迩医疗美容门诊部有限公司）,working,深圳市南山区后海滨路卓越维港名苑（南区）9-13裙楼1-04、二层,在册
804,深圳市第二人民医院,working,深圳市福田区笋岗西路3002号,在册
805,深圳美年大健康健康管理有限公司美年门诊部,working,深圳市南山区科发路8号金融服务技术创新基地二栋12楼ABCDEF,在册
806,深圳唯尔诺门诊部（深圳唯尔诺门诊部有限公司）,working,"深圳市南山区天利中央商务广场A座2010,2001,2002室",在册
807,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
808,深圳和美妇儿科医院,working,南山区深南大道北侧12018号钱柜商业大厦,在册
809,深圳市慈铭健康体检管理有限公司纪元门诊部,working,深圳市南山区南山桂庙路光彩新世纪家园裙楼201,在册
810,深圳联合丽格医疗美容门诊部,working,南山区华彩天成居商场三楼,在册
811,深圳中海医院,working,深圳市龙岗区布吉街道吉政路25号,在册
812,深圳市龙岗区第二人民医院,working,龙岗区布吉街道吉华路175号,在册
813,深圳罗岗医院,working,深圳市龙岗区布吉罗岗工业区罗岗路76号,在册
814,深圳市龙岗区人民医院,working,深圳市龙岗区龙城街道爱心路53号,在册
815,深圳市龙岗区第二人民医院,working,龙岗区布吉街道吉华路175号,在册
816,深圳康和健门诊部,working,深圳市龙岗区龙岗街道梅园路10号1至4楼,在册
817,深圳市龙岗区邹普照西医内科诊所,working,深圳市龙岗区龙城街道爱联社区岗贝深惠路337号,在册
818,深圳爱维艾夫妇科医院,working,深圳市龙岗区龙岗街道龙东社区爱南路16号,在册
819,深圳市龙岗区第二人民医院,working,龙岗区布吉街道吉华路175号,在册
820,深圳市龙岗区第二人民医院,working,龙岗区布吉街道吉华路175号,在册
821,深圳市龙岗区龙城妇幼保健计划生育服务中心专科门诊部,working,深圳市龙岗区中心城沙园路38号,在册
822,深圳市龙岗区第二人民医院上品雅园社区健康服务中心,working,深圳市龙岗区坂田街道杨美社区上品雅园五栋B单元架空层,在册
823,深圳市龙岗区第二人民医院,working,龙岗区布吉街道吉华路175号,在册
824,深圳市龙岗区第二人民医院冲之社区健康服务中心,working,深圳市龙岗区坂田街道冲之大道3号,在册
825,深圳六联医院,working,龙岗区横岗街道六联路1号,在册
826,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
827,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
828,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
829,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
830,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
831,深圳市宝安区妇幼保健院,working,深圳市宝安区新安街道玉律路56号,在册
832,深圳市宝安区中心医院黄麻布社区健康服务中心,working,宝安区西乡街道黄麻布居委老年活动中心二楼,在册
833,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
834,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
835,深圳市宝安区中心医院,working,深圳市宝安区西乡街道广深路西乡段233号和西乡街道熙园街3号,在册
836,深圳市宝安区人民医院布心社区健康服务中心,working,宝安区新安街道74区宝安新村18栋,在册
837,深圳市宝安区石岩人民医院,working,深圳市宝安区石岩街道办事处吉祥路11号,在册
838,深圳市宝安区中心医院草围社区健康服务中心,working,宝安区西乡街道草围2路21号,在册
839,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
840,深圳市宝安区中医院,working,深圳市宝安区裕安二路21、25号、宝安区新安四路86号,在册
841,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
842,广州中医药大学深圳医院(福田),working,深圳市福田区北环大道6001号,在册
843,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
844,深圳市第二人民医院,working,深圳市福田区笋岗西路3002号,在册
845,深圳市儿童医院,working,深圳市福田区莲花街道益田路7019号,在册
846,深圳市妇幼保健院,working,福田区红荔路2004号、福强路3012号,在册
847,深圳市眼科医院,working,深圳市福田区香蜜湖街道泽田路18号,在册
848,深圳国姿荟美医疗美容门诊部,working,深圳市福田区沙头街道天安车公庙工业区天发大厦F1.61C-1,在册
849,深圳维多利亚门诊部,working,深圳市福田区南园街道红岭南路30号滨江大厦1、3、4楼,在册
850,深圳市第二人民医院,working,深圳市福田区笋岗西路3002号,在册
851,深圳市第二人民医院,working,深圳市福田区笋岗西路3002号,在册
852,深圳市第二人民医院,working,深圳市福田区笋岗西路3002号,在册
853,深圳市第二人民医院,working,深圳市福田区笋岗西路3002号,在册
854,中山大学附属第八医院(深圳福田),working,深圳市福田区福田街道深南中路3025号,在册
560,深圳同仁妇产医院,working,深圳市宝安区西乡街道宝安大道3180、3186、3188号,在册
561,深圳市宝安区福永人民医院白石厦东区社区健康服务中心,working,宝安区福永街道白石厦东区横五巷一号,在册
562,深圳市宝安区人民医院布心社区健康服务中心,working,宝安区新安街道74区宝安新村18栋,在册
563,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
564,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
565,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
566,深圳市宝安区松岗人民医院,working,宝安区松岗街道沙江路２号,在册
567,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
568,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
569,深圳市宝安区沙井人民医院,working,深圳市宝安区沙井街道沙井大街3号、新沙路528号,在册
570,南方医科大学深圳医院,working,深圳市宝安区新湖路1333号,在册
571,深圳市宝安区人民医院,working,深圳市宝安区新安街道龙井二路118号、创业二路4号A、B栋,在册
572,深圳市儿童医院,working,深圳市福田区莲花街道益田路7019号,在册
573,中山大学附属第八医院(深圳福田),working,深圳市福田区福田街道深南中路3025号,在册
574,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
575,深圳东港门诊部,working,福田区金地工业区148栋1-5层,在册
576,深圳丽格云发医疗美容诊所,working,深圳市福田区沙头街道深南大道车公庙绿景广场副楼22层DE,在册
577,深圳友谊医院,working,深圳市福田区园岭街道八卦三路37栋、44栋1-3层、49栋,在册
578,深圳市中医院,working,深圳市福华路1号/罗湖区解放路3015号/罗湖区迎春路15号,在册
579,深圳市中医院,working,深圳市福华路1号/罗湖区解放路3015号/罗湖区迎春路15号,在册
580,深圳国寿门诊部,working,深圳市福田区振兴路3号建艺大厦22层,在册
581,深圳市妇幼保健院,working,福田区红荔路2004号、福强路3012号,在册
582,深圳市中医院,working,深圳市福华路1号/罗湖区解放路3015号/罗湖区迎春路15号,在册
583,深圳美年大健康健康管理有限公司财富大厦门诊部,working,深圳市福田区中心区东南部时代财富大厦19A、B、C、D、E、F、G、H,在册
584,深圳市天美健齿科医疗投资有限公司谢天口腔诊所,working,深圳市福田区梅林街道梅都社区梅林路48号理想时代大厦16C、16D,在册
585,香港大学深圳医院,working,深圳市福田区海园一路1号,在册
586,深圳市中医院,working,深圳市福华路1号/罗湖区解放路3015号/罗湖区迎春路15号,在册
