doctor_id,working_hospital,relationship
1860,深圳市泰禾堂实业有限公司深圳泰禾医疗美容门诊部,working
1861,深圳市泰禾堂实业有限公司深圳泰禾医疗美容门诊部,working
1862,深圳市泰禾堂实业有限公司深圳泰禾医疗美容门诊部,working
1863,深圳市泰禾堂实业有限公司深圳泰禾医疗美容门诊部,working
1864,深圳市爱康健齿科集团股份有限公司雅健口腔门诊部,working
1865,深圳市爱康健齿科集团股份有限公司雅健口腔门诊部,working
1866,深圳积正中医门诊部,working
1867,深圳南方门诊部,working
1868,深圳南方门诊部,working
1869,深圳南方门诊部,working
1870,深圳博济门诊部,working
1871,深圳宇健中医门诊部,working
1872,深圳益尚门诊部,working
1873,深圳远大肛肠医院,working
1874,深圳远大肛肠医院,working
1875,深圳市罗湖区中医院田贝门诊部,working
1876,深圳市公安局门诊部,working
1877,深圳市公安局门诊部,working
1878,深圳市公安局门诊部,working
1879,深圳市公安局门诊部,working
1880,深圳市公安局门诊部,working
1881,深圳出入境边防检查总站门诊部（内部医务室）,working
1882,深圳出入境边防检查总站门诊部（内部医务室）,working
1883,深圳出入境边防检查总站门诊部（内部医务室）,working
1884,深圳出入境边防检查总站门诊部（内部医务室）,working
1885,深圳市罗湖区翠华社区健康服务中心,working
1886,深圳市罗湖区翠华社区健康服务中心,working
1887,深圳市慢性病防治中心门诊部,working
1888,深圳市慢性病防治中心门诊部,working
1889,深圳市慢性病防治中心门诊部,working
1890,深圳市慢性病防治中心门诊部,working
1891,深圳市慢性病防治中心门诊部,working
1892,深圳市慢性病防治中心门诊部,working
1893,深圳市慢性病防治中心门诊部,working
1894,深圳市慢性病防治中心门诊部,working
1895,深圳市慢性病防治中心门诊部,working
1896,深圳市慢性病防治中心门诊部,working
1897,深圳博爱医院,working
1898,深圳博爱医院,working
1899,深圳博爱医院,working
1900,深圳博爱医院,working
1901,深圳博爱医院,working
1625,深圳市罗湖医院集团东门街道社区健康服务中心（深圳市罗湖区人民医院东门街道社区健康服务中心）,working
1626,深圳市罗湖医院集团东门街道社区健康服务中心（深圳市罗湖区人民医院东门街道社区健康服务中心）,working
1627,深圳市罗湖医院集团东门街道社区健康服务中心（深圳市罗湖区人民医院东门街道社区健康服务中心）,working
1628,深圳市罗湖区人民医院,working
1629,深圳市罗湖区人民医院,working
1630,深圳市罗湖区人民医院,working
1631,深圳市罗湖区人民医院,working
1632,深圳市罗湖区人民医院,working
1633,深圳市罗湖区人民医院,working
1634,深圳市罗湖区人民医院,working
1635,深圳市罗湖区人民医院,working
1636,深圳市罗湖区人民医院,working
1637,深圳市罗湖区人民医院,working
1638,深圳市罗湖区人民医院,working
1639,深圳市罗湖区人民医院,working
1640,深圳市罗湖区人民医院,working
1641,深圳市罗湖区人民医院,working
1642,深圳市罗湖区人民医院,working
1643,深圳市罗湖区人民医院,working
1644,深圳市罗湖区人民医院,working
1645,深圳市罗湖区人民医院,working
1646,深圳市罗湖区人民医院,working
1647,深圳市罗湖区人民医院,working
1648,深圳市罗湖区人民医院,working
1649,深圳市罗湖区人民医院,working
1650,深圳市罗湖区人民医院,working
1651,深圳市罗湖区人民医院,working
1652,深圳市罗湖区人民医院,working
1653,深圳市罗湖区人民医院,working
1654,深圳市罗湖区人民医院,working
1655,深圳市罗湖区人民医院,working
1656,深圳市罗湖区人民医院,working
1657,深圳市罗湖区人民医院,working
1658,深圳市罗湖区人民医院,working
1659,深圳市罗湖区人民医院,working
1660,深圳市罗湖区人民医院,working
1661,深圳市罗湖区人民医院,working
1662,深圳市罗湖区人民医院,working
1663,深圳市罗湖区人民医院,working
1664,深圳市罗湖区人民医院,working
1665,深圳市罗湖区人民医院,working
1666,深圳市罗湖区人民医院,working
1667,深圳市罗湖区人民医院,working
1668,深圳市罗湖区人民医院,working
1669,深圳市罗湖区人民医院,working
1670,深圳市罗湖区人民医院,working
1671,深圳市罗湖区人民医院,working
1672,深圳市罗湖区人民医院,working
1673,深圳市罗湖区人民医院,working
1674,深圳市罗湖区人民医院,working
1675,深圳市罗湖区人民医院,working
1676,深圳市罗湖区人民医院,working
1677,深圳市罗湖区人民医院,working
1678,深圳市罗湖区人民医院,working
2163,深圳市罗湖区和平社区健康服务中心,working
2164,深圳市罗湖区和平社区健康服务中心,working
2165,深圳怡康妇产医院,working
2166,深圳怡康妇产医院,working
2167,深圳市罗湖区新秀社区健康服务中心,working
2168,深圳诺德怡景口腔门诊部,working
2169,深圳协美口腔医疗管理连锁有限责任公司协美口腔门诊部,working
2170,深圳鹏爱悦己医疗美容医院,working
2171,深圳幸福医疗美容门诊部,working
2172,深圳市罗湖区左训诲口腔诊所,working
2173,深圳市罗湖区格美医疗美容诊所,working
2174,深圳贝加美医疗美容门诊部,working
2175,深圳市罗湖区新围社区健康服务中心,working
2176,深圳青逸医疗美容门诊部,working
2177,深圳瑞雅口腔诊所,working
2178,深圳星秀医疗美容门诊部,working
2179,深圳佳健口腔门诊部,working
2180,深圳佳健口腔门诊部,working
2181,深圳佳健口腔门诊部,working
2182,深圳市罗湖区疾病预防控制中心,working
2183,深圳市罗湖区疾病预防控制中心,working
2184,深圳市罗湖区疾病预防控制中心,working
2185,深圳市罗湖区疾病预防控制中心,working
2186,深圳市罗湖区疾病预防控制中心,working
2187,深圳市罗湖区疾病预防控制中心,working
2188,深圳市罗湖区疾病预防控制中心,working
2189,深圳市罗湖区疾病预防控制中心,working
2190,深圳市罗湖区疾病预防控制中心,working
2191,深圳市罗湖区疾病预防控制中心,working
2192,深圳凯茜琳医疗美容门诊部,working
2193,深圳市慢性病防治中心,working
2194,深圳市慢性病防治中心,working
2195,深圳考拉中医诊所,working
2196,深圳一天口腔门诊部,working
2197,深圳德智中医诊所,working
2198,深圳德艺口腔诊所,working
2199,深圳爱视眼科医院,working
2200,冷伟琪口腔诊所,working
2201,深圳凤凰医院,working
2202,深圳市罗湖区中医院康复分院,working
2203,深圳市罗湖区中医院康复分院,working
2204,深圳市罗湖区中医院康复分院,working
2205,深圳市罗湖区中医院康复分院,working
2206,深圳市罗湖区中医院康复分院,working
2207,深圳市罗湖区中医院康复分院,working
2208,深圳市罗湖区中医院,working
2209,深圳市罗湖区中医院,working
2210,深圳市罗湖区中医院,working
2211,深圳市罗湖区中医院,working
2212,深圳市罗湖区中医院,working
2213,深圳市罗湖区中医院,working
2214,深圳市罗湖区中医院,working
2215,深圳市罗湖区中医院,working
2216,深圳市罗湖区中医院,working
2217,深圳市罗湖区中医院,working
2218,深圳市罗湖区中医院,working
2219,深圳市罗湖区中医院,working
2220,深圳市罗湖区中医院,working
2221,深圳市罗湖区中医院,working
2222,深圳市罗湖区中医院,working
2223,深圳市罗湖区中医院,working
2224,深圳市罗湖区中医院,working
2225,深圳市罗湖区中医院,working
2226,深圳市罗湖区中医院,working
2227,深圳市罗湖区中医院,working
2228,深圳市罗湖区中医院,working
2229,深圳市罗湖区中医院,working
2230,深圳市罗湖区中医院,working
2231,深圳市罗湖区中医院,working
2232,深圳市罗湖区中医院,working
2233,深圳市罗湖区中医院,working
2234,深圳平乐骨伤科医院,working
2235,深圳平乐骨伤科医院,working
2236,深圳平乐骨伤科医院,working
2237,深圳平乐骨伤科医院,working
2238,深圳平乐骨伤科医院,working
2239,深圳平乐骨伤科医院,working
2240,深圳平乐骨伤科医院,working
2241,深圳平乐骨伤科医院,working
2242,深圳平乐骨伤科医院,working
2243,深圳平乐骨伤科医院,working
2244,深圳平乐骨伤科医院,working
2245,深圳平乐骨伤科医院,working
2246,深圳平乐骨伤科医院,working
2247,深圳平乐骨伤科医院,working
2248,深圳平乐骨伤科医院,working
2249,深圳平乐骨伤科医院,working
2250,深圳平乐骨伤科医院,working
2251,深圳平乐骨伤科医院,working
2252,深圳市公安局戒毒专科医院,working
2253,深圳市亚洲大药房连锁有限公司书城分店中医馆,working
2254,深圳仁康医院,working
2255,深圳仁康医院,working
2256,深圳仁康医院,working
2257,深圳仁康医院,working
2258,深圳仁康医院,working
2259,深圳仁康医院,working
2260,深圳仁康医院,working
2261,深圳仁康医院,working
2262,深圳仁康医院,working
2263,深圳罗湖老年护理院,working
2264,深圳美诚医疗美容门诊部,working
2265,深圳流花医院,working
2266,深圳流花医院,working
2267,深圳流花医院,working
2268,深圳流花医院,working
2269,深圳流花医院,working
2270,深圳远东妇产医院,working
2271,深圳远东妇产医院,working
2272,深圳远东妇产医院,working
2273,深圳远东妇产医院,working
2274,深圳远东妇产医院,working
2275,深圳远东妇产医院,working
2276,深圳远东妇产医院,working
2277,深圳远东妇产医院,working
2278,深圳远东妇产医院,working
2279,深圳远东妇产医院,working
2280,深圳远东妇产医院,working
2281,深圳远东妇产医院,working
2282,深圳远东妇产医院,working
2283,深圳远东妇产医院,working
2284,深圳远东妇产医院,working
2285,深圳远东妇产医院,working
2286,深圳远东妇产医院,working
2287,深圳远东妇产医院,working
2288,深圳远东妇产医院,working
2289,深圳远东妇产医院,working
2290,深圳远东妇产医院,working
2291,深圳远东妇产医院,working
2292,深圳远东妇产医院,working
2293,深圳远东妇产医院,working
2294,深圳远东妇产医院,working
2295,深圳远东妇产医院,working
2296,深圳远东妇产医院,working
2297,深圳远东妇产医院,working
2298,深圳远东妇产医院,working
2299,深圳远东妇产医院,working
2300,深圳阳光整形美容医院,working
2301,深圳阳光整形美容医院,working
2302,深圳阳光整形美容医院,working
2303,深圳新兴皮肤病专科门诊部,working
2304,深圳新兴皮肤病专科门诊部,working
2305,深圳新兴皮肤病专科门诊部,working
2306,深圳市和顺堂医疗机构投资有限公司罗湖中心中医馆,working
2307,深圳市和顺堂医疗机构投资有限公司罗湖中心中医馆,working
2308,深圳非凡医疗美容医院（深圳非凡医疗美容医院有限公司）,working
2309,深圳非凡医疗美容医院（深圳非凡医疗美容医院有限公司）,working
2310,深圳非凡医疗美容医院（深圳非凡医疗美容医院有限公司）,working
2311,深圳非凡医疗美容医院（深圳非凡医疗美容医院有限公司）,working
2312,深圳非凡医疗美容医院（深圳非凡医疗美容医院有限公司）,working
2313,深圳非凡医疗美容医院（深圳非凡医疗美容医院有限公司）,working
2314,深圳非凡医疗美容医院（深圳非凡医疗美容医院有限公司）,working
2315,深圳非凡医疗美容医院（深圳非凡医疗美容医院有限公司）,working
2316,深圳非凡医疗美容医院（深圳非凡医疗美容医院有限公司）,working
2317,深圳舒美雅口腔诊所,working
2318,深圳富华医疗美容医院（深圳富华医疗美容医院有限公司）,working
2319,深圳富华医疗美容医院（深圳富华医疗美容医院有限公司）,working
2320,深圳富华医疗美容医院（深圳富华医疗美容医院有限公司）,working
2321,深圳市欧健药业有限公司曹永荣诊所,working
2322,深圳博爱曙光医院,working
2323,深圳市罗湖区凤凰社区健康服务中心,working
2324,深圳市罗湖区凤凰社区健康服务中心,working
2325,深圳市罗湖区松园社区健康服务中心,working
2326,深圳市罗湖区松园社区健康服务中心,working
1902,深圳博爱医院,working
1903,深圳博爱医院,working
1904,深圳博爱医院,working
1905,深圳博爱医院,working
1906,深圳博爱医院,working
1907,深圳博爱医院,working
1908,深圳市罗湖区杨少雄中医诊所,working
1909,深圳市罗湖医院集团西岭社区健康服务中心（深圳市罗湖区人民医院西岭社区健康服务中心）,working
1910,深圳市罗湖医院集团西岭社区健康服务中心（深圳市罗湖区人民医院西岭社区健康服务中心）,working
1911,深圳市罗湖医院集团湖景社区健康服务中心（深圳市罗湖区人民医院湖景社区健康服务中心）,working
1912,深圳市慢性病防治中心水库新村社区健康服务中心,working
1913,深圳广安康口腔门诊部,working
1914,深圳市罗湖医院集团清水河街道社区健康服务中心（深圳市罗湖区人民医院清水河街道社区健康服务中心）,working
1915,深圳市罗湖医院集团清水河街道社区健康服务中心（深圳市罗湖区人民医院清水河街道社区健康服务中心）,working
1916,深圳市罗湖医院集团清水河街道社区健康服务中心（深圳市罗湖区人民医院清水河街道社区健康服务中心）,working
1917,付国安西医外科诊所,working
1918,深圳市人民医院第一门诊部,working
1919,深圳市罗湖医院集团怡景社区健康服务中心（深圳市罗湖区人民医院怡景社区健康服务中心）,working
1920,深圳市罗湖区草埔东社区健康服务中心,working
1921,深圳市职业病防治院桂园社区健康服务中心,working
1922,深圳市中医院新围社区健康服务中心,working
1923,深圳市罗湖区妇幼保健院,working
1924,深圳市罗湖区妇幼保健院,working
1925,深圳市罗湖区妇幼保健院,working
1926,深圳市罗湖区妇幼保健院,working
1927,深圳市罗湖区妇幼保健院,working
1928,深圳市罗湖区妇幼保健院,working
1929,深圳市罗湖区妇幼保健院,working
1930,深圳市罗湖区妇幼保健院,working
1931,深圳市罗湖区妇幼保健院,working
1932,深圳市罗湖区妇幼保健院,working
1933,深圳市罗湖区妇幼保健院,working
1934,深圳市罗湖区妇幼保健院,working
1935,深圳市罗湖区妇幼保健院,working
1936,深圳市罗湖区妇幼保健院,working
1937,深圳市罗湖区妇幼保健院,working
1938,深圳市罗湖区妇幼保健院,working
1939,深圳市罗湖区妇幼保健院,working
1940,深圳市罗湖区妇幼保健院,working
1941,深圳市罗湖区妇幼保健院,working
1942,深圳市罗湖区东晓社区健康服务中心,working
1943,深圳市罗湖区南湖社区健康服务中心,working
1944,深圳迎宾馆医务室,working
1945,深圳瑞尔齿科门诊部,working
1946,深圳瑞尔齿科门诊部,working
1947,胡炜西医内科诊所,working
1948,深圳鸿日门诊部,working
1949,深圳铂雅医疗美容门诊部,working
1950,深圳铂雅医疗美容门诊部,working
1951,深圳铂雅医疗美容门诊部,working
1952,深圳瑞格门诊部,working
1953,深圳天俊实业股份有限公司医务室（内部医务室）,working
1954,深圳市爱康健齿科集团股份有限公司富康口腔门诊部,working
1955,深圳市爱康健齿科集团股份有限公司富康口腔门诊部,working
1956,深圳市爱康健齿科集团股份有限公司富康口腔门诊部,working
1957,王伟昌中医内科诊所,working
1958,张建国中医诊所,working
1959,深圳杜航口腔诊所,working
1960,深圳杜航口腔诊所,working
1961,深圳保龄口腔门诊部,working
1962,深圳市罗湖区温演义诊所,working
1963,深圳市罗湖医院集团罗湖区看守所卫生所,working
1964,深圳市罗湖医院集团罗湖区看守所卫生所,working
1965,深圳市教育幼儿园医务室,working
1966,深圳市罗湖医院集团莲塘街道社区健康服务中心（深圳市罗湖区人民医院莲塘街道社区健康服务中心）,working
1967,深圳市罗湖医院集团莲塘街道社区健康服务中心（深圳市罗湖区人民医院莲塘街道社区健康服务中心）,working
1968,深圳市罗湖医院集团莲塘街道社区健康服务中心（深圳市罗湖区人民医院莲塘街道社区健康服务中心）,working
1969,深圳市罗湖医院集团莲塘街道社区健康服务中心（深圳市罗湖区人民医院莲塘街道社区健康服务中心）,working
1970,深圳市罗湖医院集团莲塘街道社区健康服务中心（深圳市罗湖区人民医院莲塘街道社区健康服务中心）,working
1971,深圳爱康国宾门诊部,working
1972,深圳爱康国宾门诊部,working
1973,卓玉龙中医诊所,working
1974,王精忠中医诊所,working
1975,深圳市罗湖医院集团黄贝岭社区健康服务中心（深圳市罗湖区人民医院黄贝岭社区健康服务中心）,working
1976,陈益石中医内科诊所,working
1977,深圳常安门诊部,working
1978,深圳常安门诊部,working
1979,深圳市东湖中学医务室（内部医务室）,working
1980,深圳市罗湖医院集团南湖街道社区健康服务中心（深圳市罗湖区人民医院南湖街道社区健康服务中心）,working
1981,陈满诊所,working
1982,郭丽英西医妇科诊所,working
1983,深圳夏仕韩口腔诊所,working
1984,黄佩乐中医诊所,working
1985,永正诊所,working
1986,袁淑琦西医内科诊所,working
1987,深圳杜奔口腔门诊部,working
1988,深圳市康宁医院,working
1989,深圳市康宁医院,working
1990,深圳市康宁医院,working
1991,深圳市康宁医院,working
1992,深圳市康宁医院,working
1993,深圳市康宁医院,working
1994,深圳市康宁医院,working
1995,深圳市康宁医院,working
1996,深圳市康宁医院,working
1997,深圳市康宁医院,working
1998,深圳市康宁医院,working
1999,深圳市康宁医院,working
2000,深圳市康宁医院,working
2001,深圳市康宁医院,working
2002,深圳市康宁医院,working
2003,深圳市康宁医院,working
2004,深圳市康宁医院,working
2005,深圳市康宁医院,working
2006,深圳市康宁医院,working
2007,深圳市康宁医院,working
2008,深圳市康宁医院,working
2009,深圳市康宁医院,working
2010,深圳市康宁医院,working
2011,深圳市康宁医院,working
2012,深圳市康宁医院,working
2013,深圳市康宁医院,working
2014,深圳市罗湖医院集团仙湖社区健康服务中心（深圳市罗湖区人民医院仙湖社区健康服务中心）,working
2015,深圳市罗湖医院集团黄贝街道社区健康服务中心,working
2016,深圳市罗湖医院集团黄贝街道社区健康服务中心,working
2017,深圳拜博口腔医疗投资管理有限公司建设口腔诊所,working
2018,深圳拜博口腔医疗投资管理有限公司建设口腔诊所,working
2019,深圳市八福贸易有限公司盛美佳门诊部,working
2020,深圳市八福贸易有限公司盛美佳门诊部,working
2021,深圳市八福贸易有限公司盛美佳门诊部,working
2022,深圳市爱康健齿科集团股份有限公司恒洁口腔门诊部,working
2023,深圳市罗湖区干部保健委员会办公室医务室,working
2024,深圳市罗湖区慢性病防治院,working
2025,深圳市罗湖区慢性病防治院,working
2026,深圳市罗湖区慢性病防治院,working
2027,深圳市罗湖区慢性病防治院,working
2028,深圳市罗湖区慢性病防治院,working
2029,深圳市罗湖区慢性病防治院,working
2030,深圳市第二实验学校高中部医务室（内部医务室）,working
2031,深圳市孙逸仙心血管医院,working
2032,深圳市孙逸仙心血管医院,working
2033,深圳市孙逸仙心血管医院,working
2034,深圳市孙逸仙心血管医院,working
2035,深圳市孙逸仙心血管医院,working
2036,深圳市孙逸仙心血管医院,working
2037,深圳市孙逸仙心血管医院,working
2038,深圳市孙逸仙心血管医院,working
2039,深圳市孙逸仙心血管医院,working
2040,深圳市孙逸仙心血管医院,working
2041,深圳市孙逸仙心血管医院,working
2042,深圳市孙逸仙心血管医院,working
2043,深圳市孙逸仙心血管医院,working
2044,深圳市孙逸仙心血管医院,working
2045,深圳市孙逸仙心血管医院,working
2046,深圳市孙逸仙心血管医院,working
2047,深圳市孙逸仙心血管医院,working
2048,深圳市孙逸仙心血管医院,working
2049,深圳市孙逸仙心血管医院,working
2050,深圳市孙逸仙心血管医院,working
2051,深圳市孙逸仙心血管医院,working
2052,深圳市孙逸仙心血管医院,working
2053,深圳市罗湖区草埔西社区健康服务中心,working
2054,深圳市罗湖区大松泉社区健康服务中心,working
2055,深圳市罗湖区大松泉社区健康服务中心,working
2056,深圳流花医院新秀社区健康服务中心,working
2057,深圳流花医院水贝社区健康服务中心,working
2058,深圳市罗湖医院集团笋岗街道社区健康服务中心（深圳市罗湖区人民医院笋岗街道社区健康服务中心）,working
2059,深圳市罗湖区大望社区健康服务中心,working
2060,深圳市罗湖区红岗社区健康服务中心,working
2061,深圳市保健委员会办公室专家门诊部,working
2062,深圳市保健委员会办公室专家门诊部,working
2063,深圳市保健委员会办公室专家门诊部,working
2064,深圳市保健委员会办公室专家门诊部,working
2065,深圳市保健委员会办公室专家门诊部,working
2066,深圳市保健委员会办公室专家门诊部,working
2067,深圳市保健委员会办公室专家门诊部,working
2068,深圳市保健委员会办公室专家门诊部,working
2069,深圳市保健委员会办公室专家门诊部,working
2070,深圳市保健委员会办公室专家门诊部,working
2071,深圳市保健委员会办公室专家门诊部,working
2072,深圳市保健委员会办公室专家门诊部,working
2073,深圳市保健委员会办公室专家门诊部,working
2074,深圳市罗湖区罗芳社区健康服务中心,working
2075,深圳市罗湖区罗芳社区健康服务中心,working
2076,深圳市罗湖区罗芳社区健康服务中心,working
2077,深圳鹏程医院,working
2078,深圳鹏程医院,working
2079,深圳鹏程医院,working
2080,深圳鹏程医院,working
2081,深圳鹏程医院,working
2082,深圳鹏程医院,working
2083,深圳鹏程医院,working
2084,深圳鹏程医院,working
2085,深圳鹏程医院,working
2086,深圳鹏程医院,working
2087,深圳鹏程医院,working
2088,深圳鹏程医院,working
2089,深圳鹏程医院,working
2090,深圳盛智百佳中医馆,working
2091,深圳北京同仁堂星辰药店有限责任公司罗湖中医馆,working
2092,深圳希思医疗美容医院（深圳希思医疗美容医院股份有限公司）,working
2093,深圳爱视眼科专科门诊部,working
2094,深圳都市门诊部,working
2095,深圳都市门诊部,working
2096,深圳戴春映口腔诊所,working
2097,深圳戴春映口腔诊所,working
2098,宋任强医疗美容诊所,working
2099,深圳福祥门诊部,working
2100,深圳孙斌中医针灸诊所,working
2101,深圳思莉医疗美容门诊部,working
2102,深圳德视佳眼科门诊部,working
2103,深圳德视佳眼科门诊部,working
2104,童忠中医针灸诊所,working
2105,深圳武警医院,working
2106,深圳武警医院,working
2107,深圳武警医院,working
2108,深圳武警医院,working
2109,深圳武警医院,working
2110,深圳武警医院,working
2111,深圳武警医院,working
2112,深圳武警医院,working
2113,深圳经玮门诊部,working
2114,陈林口腔诊所,working
2115,谢列山中医内科诊所,working
2116,深圳金丽医疗美容门诊部,working
2117,深圳金丽医疗美容门诊部,working
2118,深圳金丽医疗美容门诊部,working
2119,深圳德尚泌尿外科医院,working
2120,深圳德尚泌尿外科医院,working
2121,深圳德尚泌尿外科医院,working
2122,深圳德尚泌尿外科医院,working
2123,深圳德尚泌尿外科医院,working
2124,深圳市罗湖区人民医院老年病分院,working
2125,深圳鸿安门诊部,working
2126,深圳鸿安门诊部,working
2127,深圳广誉远国药堂投资管理有限公司红宝路中医馆,working
2128,陈海锋口腔诊所,working
2129,深圳市和顺堂医疗机构投资有限公司罗湖洪湖中医馆,working
2130,深圳科美丽格门诊部,working
2131,深圳科美丽格门诊部,working
2132,深圳固生堂中医投资发展有限公司罗湖湖润综合门诊部,working
2133,深圳王爱丽口腔诊所,working
2134,罗叶中医诊所（深圳市罗湖区罗叶中医诊所）,working
2135,深圳法兰建设口腔门诊部（深圳法兰建设口腔门诊部有限公司）,working
2136,深圳麦芽口腔门诊部,working
2137,深圳繁荣口腔门诊部,working
2138,深圳春语医疗美容门诊部(深圳市春语医疗美容门诊部有限公司）,working
2139,深圳原色医疗美容门诊部（深圳原色医疗美容门诊部有限公司）,working
2140,深圳民康门诊部,working
2141,胡玲玲西医内科诊所,working
2142,胡玲玲西医内科诊所,working
2143,深圳温莎口腔门诊部（深圳正夫口腔医疗管理连锁有限公司温莎口腔门诊部）,working
2144,深圳得一齿科口腔门诊部（深圳市得一齿科口腔门诊部有限公司）,working
2145,深圳爱康健口腔医院,working
2146,深圳江南春天医疗美容医院,working
2147,深圳市罗湖区翠达社区健康服务中心,working
2148,深圳市罗湖区翠达社区健康服务中心,working
2149,深圳拜博海燕口腔门诊部,working
2150,深圳拜博海燕口腔门诊部,working
2151,深圳市罗湖区银湖社区健康服务中心,working
2152,深圳市罗湖区银湖社区健康服务中心,working
2153,深圳市罗湖区银湖社区健康服务中心,working
2154,深圳美恒医疗美容门诊部,working
2155,深圳友睦三九口腔门诊部（深圳友睦三九口腔门诊部有限公司）,working
2156,深圳詹淞江诊所,working
2157,深圳千叶莲临床心理专科门诊部,working
2158,深圳铭医医疗美容医院(深圳铭医医疗美容医院有限公司),working
2159,深圳铭医医疗美容医院(深圳铭医医疗美容医院有限公司),working
2160,深圳铭医医疗美容医院(深圳铭医医疗美容医院有限公司),working
2161,深圳市罗湖区龙湖社区健康服务中心,working
2162,深圳市罗湖区和平社区健康服务中心,working
2327,张帅玉口腔诊所,working
2328,陈文逊中医诊所,working
2329,深圳市爱康健齿科集团股份有限公司颜丽口腔诊所,working
2330,深圳张宜华联合诊所,working
2331,深圳市戒毒所医务室,working
2332,深圳市罗湖区计划生育服务中心,working
2333,深圳市第一建筑工程有限公司卫生室,working
2334,深圳市第一建筑工程有限公司卫生室,working
2335,深圳市罗湖区妇幼保健,working
2336,深圳深华医院,working
2337,深圳市罗湖医院集团东门街道社区健康服务中心（深圳市罗湖区人民医院东门街道社区健康服务中心）,working
2338,深圳市罗湖医院集团东门街道社区健康服务中心（深圳市罗湖区人民医院东门街道社区健康服务中心）,working
2339,深圳市罗湖医院集团东门街道社区健康服务中心（深圳市罗湖区人民医院东门街道社区健康服务中心）,working
2340,深圳市罗湖医院集团东门街道社区健康服务中心（深圳市罗湖区人民医院东门街道社区健康服务中心）,working
2341,深圳市罗湖医院集团东门街道社区健康服务中心（深圳市罗湖区人民医院东门街道社区健康服务中心）,working
2342,深圳市罗湖医院集团东门街道社区健康服务中心（深圳市罗湖区人民医院东门街道社区健康服务中心）,working
2343,深圳市罗湖区人民医院,working
2344,深圳市罗湖区人民医院,working
2345,深圳市罗湖区人民医院,working
2346,深圳市罗湖区人民医院,working
2347,深圳市罗湖区人民医院,working
2348,深圳市罗湖区人民医院,working
2349,深圳市罗湖区人民医院,working
2350,深圳市罗湖区人民医院,working
2351,深圳市罗湖区人民医院,working
2352,深圳市罗湖区人民医院,working
2353,深圳市罗湖区人民医院,working
2354,深圳市罗湖区人民医院,working
2355,深圳市罗湖区人民医院,working
2356,深圳市罗湖区人民医院,working
2357,深圳市罗湖区人民医院,working
2358,深圳市罗湖区人民医院,working
2359,深圳市罗湖区人民医院,working
2360,深圳市罗湖区人民医院,working
2361,深圳市罗湖区人民医院,working
2362,深圳市罗湖区人民医院,working
2363,深圳市罗湖区人民医院,working
2364,深圳市罗湖区人民医院,working
2365,深圳市罗湖区人民医院,working
2366,深圳市罗湖区人民医院,working
2367,深圳市罗湖区人民医院,working
2368,深圳市罗湖区人民医院,working
2369,深圳市罗湖区人民医院,working
2370,深圳市罗湖区人民医院,working
2371,深圳市罗湖区人民医院,working
2372,深圳市罗湖区人民医院,working
2373,深圳市罗湖区人民医院,working
2374,深圳市罗湖区人民医院,working
2375,深圳市罗湖区人民医院,working
2376,深圳市罗湖区人民医院,working
2377,深圳市罗湖区人民医院,working
2378,深圳市罗湖区人民医院,working
2379,深圳市罗湖区人民医院,working
2380,深圳市罗湖区人民医院,working
2381,深圳市罗湖区人民医院,working
2382,深圳市罗湖区人民医院,working
2383,深圳市罗湖区人民医院,working
2384,深圳市罗湖区人民医院,working
2385,深圳市罗湖区人民医院,working
2386,深圳市罗湖区人民医院,working
2387,深圳市罗湖区人民医院,working
2388,深圳市罗湖区人民医院,working
2389,深圳市罗湖区人民医院,working
2390,深圳市罗湖区人民医院,working
2391,深圳市罗湖区人民医院,working
2392,深圳市罗湖区人民医院,working
2393,深圳市罗湖区人民医院,working
2394,深圳市罗湖区人民医院,working
2395,深圳市罗湖区人民医院,working
2396,深圳市罗湖区人民医院,working
2397,深圳市罗湖区人民医院,working
2398,深圳市罗湖区人民医院,working
2399,深圳市罗湖区人民医院,working
2400,深圳市罗湖区人民医院,working
2401,深圳市罗湖区人民医院,working
2402,深圳市罗湖区人民医院,working
2403,深圳市罗湖区人民医院,working
2404,深圳市罗湖区人民医院,working
2405,深圳市罗湖区人民医院,working
2406,深圳市罗湖区人民医院,working
2407,深圳市罗湖区人民医院,working
2408,深圳市罗湖区人民医院,working
2409,深圳市罗湖区人民医院,working
2410,深圳市罗湖区人民医院,working
2411,深圳市罗湖区人民医院,working
2412,深圳市罗湖区人民医院,working
2413,深圳市罗湖区人民医院,working
2414,深圳市罗湖区人民医院,working
2415,深圳市罗湖区人民医院,working
2416,深圳市罗湖区人民医院,working
2417,深圳市罗湖区人民医院,working
2418,深圳市罗湖区人民医院,working
2419,深圳市罗湖区人民医院,working
2420,深圳市罗湖区人民医院,working
2421,深圳市罗湖区人民医院,working
2422,深圳市罗湖区人民医院,working
2423,深圳市罗湖区人民医院,working
2424,深圳市罗湖区人民医院,working
2425,深圳市罗湖区人民医院,working
2426,深圳市罗湖区人民医院,working
2427,深圳市罗湖区人民医院,working
2428,深圳市罗湖区人民医院,working
2429,深圳市罗湖区人民医院,working
2430,深圳市罗湖区人民医院,working
2431,深圳市罗湖区人民医院,working
2432,深圳市罗湖区人民医院,working
2433,深圳市罗湖区人民医院,working
2490,深圳市人民医院,working
2491,深圳市人民医院,working
2492,深圳市人民医院,working
2493,深圳市人民医院,working
